3.888889 6.000000 0.000006
3.722222 5.000000 0.000006
3.972222 6.000000 0.000005
3.444444 5.000000 0.000006
4.000000 8.000000 0.000006
4.444444 10.000000 0.000005
4.000000 8.000000 0.000006
3.400000 6.000000 0.000006
3.428571 5.000000 0.000006
4.055556 6.000000 0.000006
4.222222 6.000000 0.000006
4.055556 6.000000 0.000006
3.888889 7.000000 0.000006
3.714286 6.000000 0.000006
3.805556 5.000000 0.000006
4.000000 8.000000 0.000007
3.444444 6.000000 0.000005
4.027778 5.000000 0.000006
3.888889 7.000000 0.000005
3.400000 5.000000 0.000006
