94.719297 160.000000 0.421848
92.857297 161.000000 0.413867
92.054164 153.000000 0.403043
93.445294 149.000000 0.400998
94.265886 156.000000 0.409283
95.560724 161.000000 0.408758
93.082847 160.000000 0.412638
94.385495 158.000000 0.406972
94.076687 160.000000 0.404805
92.165546 155.000000 0.403640
93.412142 158.000000 0.411690
95.570064 160.000000 0.413242
91.861234 152.000000 0.397278
94.596916 158.000000 0.408970
93.284800 160.000000 0.424117
94.412314 163.000000 0.421256
91.970080 158.000000 0.412012
93.999617 160.000000 0.426252
92.519124 155.000000 0.410574
92.903575 157.000000 0.410228
