0.000000 84.000000 0.000003
0.000000 80.000000 0.000003
0.000000 80.000000 0.000002
0.000000 76.000000 0.000003
0.000000 79.000000 0.000003
0.000000 81.000000 0.000002
0.000000 78.000000 0.000003
0.000000 77.000000 0.000002
0.000000 85.000000 0.000002
0.000000 78.000000 0.000002
0.000000 75.000000 0.000003
0.000000 75.000000 0.000003
0.000000 82.000000 0.000003
0.000000 81.000000 0.000002
0.000000 80.000000 0.000002
0.000000 85.000000 0.000002
0.000000 79.000000 0.000003
0.000000 78.000000 0.000003
0.000000 80.000000 0.000002
0.000000 86.000000 0.000003
