& 0.900 & 0.9192 & 0.9600 & 0.9636 & 2.4681 & 2.1126 & 1.9075 & 0.5673 & 4.8910 & 44.2572 & 29.1176 \\
& 0.925 & 0.9245 & 0.9600 & 0.9635 & 2.3496 & 2.0056 & 1.8363 & 0.4903 & 4.0869 & 36.9689 & 26.8458 \\
& 0.950 & 0.9306 & 0.9568 & 0.9594 & 2.0661 & 1.7859 & 1.6738 & 0.3532 & 2.8933 & 26.8110 & 21.3772 \\
& 0.975 & 0.9375 & 0.9518 & 0.9533 & 1.6778 & 1.5102 & 1.4524 & 0.2684 & 2.2822 & 21.6842 & 13.3378 \\
& 0.990 & 1.0000 & 1.0000 & 1.0000 & 1.0000 & 1.0000 & 1.0000 & 0.1197 & 1.2083 & 11.5235 & 1.6031 \\
