& 0.950 & 0.7889 & 0.8954 & 0.9070 & 4.4180 & 4.0408 & 3.8194 & 7.7079 & 77.5800 & 776.4979 & 20259.9588 \\
& 0.975 & 0.8092 & 0.8792 & 0.8866 & 3.5977 & 3.3134 & 3.2082 & 4.7374 & 49.4730 & 508.8656 & 10685.7483 \\
& 0.990 & 0.8128 & 0.8514 & 0.8551 & 2.4623 & 2.3413 & 2.2694 & 3.5474 & 34.3324 & 318.4135 & 2888.0686 \\
& 0.995 & 0.7955 & 0.8144 & 0.8163 & 1.7693 & 1.7049 & 1.6735 & 2.8027 & 26.0745 & 243.8340 & 572.0877 \\
& 0.999 & 1.0000 & 1.0000 & 1.0000 & 1.0000 & 1.0000 & 1.0000 & 1.0067 & 8.8853 & 80.3520 & 4.5192 \\
