& 0.900 & 0.8134 & 0.8454 & 0.8482 & 2.2009 & 1.9376 & 1.8276 & 0.1966 & 1.7770 & 20.0894 & 9.0236 \\
& 0.925 & 0.8118 & 0.8362 & 0.8387 & 1.8944 & 1.7022 & 1.6230 & 0.1760 & 1.5347 & 15.6693 & 7.8261 \\
& 0.950 & 0.8016 & 0.8165 & 0.8177 & 1.5706 & 1.4487 & 1.3788 & 0.1474 & 1.3529 & 12.7849 & 5.5258 \\
& 0.975 & 0.8065 & 0.8143 & 0.8150 & 1.2545 & 1.1731 & 1.1374 & 0.1318 & 1.0745 & 10.9415 & 1.8711 \\
& 0.990 & 1.0000 & 1.0000 & 1.0000 & 1.0000 & 1.0000 & 1.0000 & 0.0731 & 0.6690 & 6.4548 & 0.7830 \\
