0.900 500$\times$2000 & 0.971 & 3.176 \\
0.925 500$\times$2000 & 0.969 & 3.059 \\
0.950 500$\times$2000 & 0.967 & 2.877 \\
0.975 500$\times$2000 & 0.964 & 2.496 \\
0.990 500$\times$2000 & 0.958 & 1.972 \\
0.995 500$\times$2000 & 0.940 & 1.575 \\
