0.850 100$\times$50 & 0.832 & 1.337 \\
0.900 100$\times$50 & 0.816 & 1.224 \\
0.925 100$\times$50 & 0.802 & 1.119 \\
0.950 100$\times$50 & 0.821 & 1.038 \\
0.975 100$\times$50 & 0.935 & 1.011 \\
