0.900 400$\times$125 & 0.825 & 2.086 \\
0.925 400$\times$125 & 0.814 & 1.903 \\
0.950 400$\times$125 & 0.790 & 1.582 \\
0.975 400$\times$125 & 0.768 & 1.203 \\
0.990 400$\times$125 & 0.921 & 1.048 \\
