0.950 1000$\times$1000 & 0.932 & 3.237 \\
0.975 1000$\times$1000 & 0.920 & 2.741 \\
0.990 1000$\times$1000 & 0.896 & 1.998 \\
0.995 1000$\times$1000 & 0.859 & 1.519 \\
0.999 1000$\times$1000 & 1.000 & 1.000 \\
