0.850 200$\times$25 & 0.699 & 1.063 \\
0.900 200$\times$25 & 0.747 & 1.001 \\
0.925 200$\times$25 & 0.830 & 1.000 \\
0.950 200$\times$25 & 0.952 & 1.000 \\
