0.900 100$\times$100 & 0.888 & 1.480 \\
0.925 100$\times$100 & 0.879 & 1.358 \\
0.950 100$\times$100 & 0.855 & 1.204 \\
0.975 100$\times$100 & 0.867 & 1.080 \\
0.990 100$\times$100 & 1.000 & 1.000 \\
