0.900 250$\times$200 & 0.904 & 2.139 \\
0.925 250$\times$200 & 0.895 & 1.993 \\
0.950 250$\times$200 & 0.881 & 1.757 \\
0.975 250$\times$200 & 0.842 & 1.357 \\
0.990 250$\times$200 & 0.871 & 1.098 \\
