0.900 500$\times$500 & 0.931 & 2.898 \\
0.950 500$\times$500 & 0.920 & 2.525 \\
0.975 500$\times$500 & 0.903 & 2.047 \\
0.990 500$\times$500 & 0.859 & 1.449 \\
0.995 500$\times$500 & 0.860 & 1.191 \\
