0.950 5000$\times$1000 & 0.869 & 4.275 \\
0.975 5000$\times$1000 & 0.836 & 3.551 \\
0.990 5000$\times$1000 & 0.786 & 2.440 \\
0.995 5000$\times$1000 & 0.748 & 1.686 \\
0.999 5000$\times$1000 & 1.000 & 1.000 \\
