0.900 1000$\times$100 & 0.731 & 2.069 \\
0.925 1000$\times$100 & 0.715 & 1.788 \\
0.950 1000$\times$100 & 0.693 & 1.387 \\
0.975 1000$\times$100 & 0.758 & 1.079 \\
0.990 1000$\times$100 & 1.000 & 1.000 \\
