0.900 2000$\times$500 & 0.880 & 3.850 \\
0.925 2000$\times$500 & 0.867 & 3.605 \\
0.950 2000$\times$500 & 0.847 & 3.264 \\
0.975 2000$\times$500 & 0.815 & 2.545 \\
0.990 2000$\times$500 & 0.765 & 1.630 \\
