0.925 500$\times$1000 & 0.954 & 2.915 \\
0.950 500$\times$1000 & 0.952 & 2.741 \\
0.975 500$\times$1000 & 0.944 & 2.324 \\
0.990 500$\times$1000 & 0.925 & 1.739 \\
0.995 500$\times$1000 & 0.895 & 1.387 \\
