0.900 1250$\times$400 & 0.882 & 3.378 \\
0.950 1250$\times$400 & 0.853 & 2.874 \\
0.975 1250$\times$400 & 0.820 & 2.211 \\
0.990 1250$\times$400 & 0.771 & 1.438 \\
0.995 1250$\times$400 & 0.810 & 1.230 \\
