0.900 800$\times$625 & 0.928 & 3.270 \\
0.950 800$\times$625 & 0.912 & 2.884 \\
0.975 800$\times$625 & 0.897 & 2.377 \\
0.990 800$\times$625 & 0.858 & 1.671 \\
0.995 800$\times$625 & 0.835 & 1.310 \\
