0.900 250$\times$250 & 0.916 & 2.241 \\
0.950 250$\times$250 & 0.899 & 1.850 \\
0.975 250$\times$250 & 0.867 & 1.462 \\
0.990 250$\times$250 & 0.861 & 1.136 \\
0.995 250$\times$250 & 1.000 & 1.000 \\
