9.176447 25.000000 0.006478
9.327891 25.000000 0.005926
9.340882 26.000000 0.006540
9.352423 25.000000 0.006006
9.451137 27.000000 0.006440
9.568476 27.000000 0.006401
9.454346 26.000000 0.006325
9.449352 26.000000 0.005889
9.420347 26.000000 0.006588
9.180767 25.000000 0.006177
9.308703 26.000000 0.006487
9.288071 24.000000 0.005870
9.401654 27.000000 0.006175
9.147512 24.000000 0.006616
9.388070 25.000000 0.006107
9.460451 26.000000 0.006297
9.233895 26.000000 0.005763
9.313276 26.000000 0.006537
9.343654 24.000000 0.006546
9.137574 24.000000 0.006417
