39.523997 64.000000 0.186910
39.316706 66.000000 0.186801
38.902840 64.000000 0.198075
40.961687 67.000000 0.189511
39.829092 66.000000 0.191686
38.232080 60.000000 0.179542
41.473333 66.000000 0.185837
43.023522 70.000000 0.189461
39.538967 63.000000 0.181825
39.402829 65.000000 0.192041
40.685356 63.000000 0.187047
40.285791 65.000000 0.182244
38.925643 62.000000 0.182679
41.041261 69.000000 0.196404
40.743532 66.000000 0.184646
39.423485 62.000000 0.181751
38.444522 60.000000 0.179723
40.167540 61.000000 0.177660
39.826383 65.000000 0.194397
40.544172 66.000000 0.186175
