39.915351 208.000000 0.013533
40.246160 208.000000 0.013200
39.264646 216.000000 0.013034
40.187286 214.000000 0.013148
39.675910 215.000000 0.013302
39.853751 214.000000 0.013137
39.762255 219.000000 0.013085
40.041567 210.000000 0.013019
39.054798 208.000000 0.012966
39.220474 209.000000 0.013112
39.600821 212.000000 0.012988
39.303070 212.000000 0.012855
39.173026 218.000000 0.012786
40.041374 212.000000 0.012737
40.077716 217.000000 0.013090
39.734337 217.000000 0.012943
38.858824 213.000000 0.012788
39.625026 215.000000 0.012748
39.066575 217.000000 0.012776
40.874871 211.000000 0.012806
