10.096050 0.007094 0.000000 100.000000 0.000004
10.935527 0.005625 0.000000 100.000000 0.000003
10.482272 0.006199 0.000000 100.000000 0.000004
10.416767 0.006416 0.000000 100.000000 0.000004
10.256169 0.006608 0.000000 100.000000 0.000003
10.521253 0.006819 0.000000 100.000000 0.000003
10.439035 0.007453 0.000000 100.000000 0.000003
10.976635 0.006112 0.000000 100.000000 0.000004
10.227628 0.005545 0.000000 100.000000 0.000003
10.451569 0.006162 0.000000 100.000000 0.000003
10.366399 0.006998 0.000000 100.000000 0.000003
10.028043 0.006841 0.000000 100.000000 0.000004
10.255890 0.007134 0.000000 100.000000 0.000003
10.766319 0.006321 0.000000 100.000000 0.000003
10.547229 0.005864 0.000000 100.000000 0.000004
10.222758 0.005646 0.000000 100.000000 0.000003
10.573229 0.006335 0.000000 100.000000 0.000004
10.849110 0.006339 0.000000 100.000000 0.000004
10.383769 0.007334 0.000000 100.000000 0.000004
10.015712 0.004951 0.000000 100.000000 0.000003
