19.470171 43.000000 0.002894
19.659092 43.000000 0.002914
19.910404 43.000000 0.002904
19.650520 45.000000 0.002946
20.395668 44.000000 0.002910
19.679983 44.000000 0.002963
19.273456 44.000000 0.002955
19.527215 44.000000 0.002909
19.747321 44.000000 0.002960
19.144342 44.000000 0.002925
20.938623 46.000000 0.002930
19.227071 42.000000 0.002894
20.165490 45.000000 0.002927
20.115227 44.000000 0.002959
20.466984 46.000000 0.002945
20.398489 46.000000 0.002982
19.743797 43.000000 0.002954
19.708453 44.000000 0.002982
19.919773 46.000000 0.002979
18.616060 44.000000 0.002920
