19.534769 39.000000 0.250694
19.735376 37.000000 0.254354
19.990611 39.000000 0.246937
19.733044 40.000000 0.257213
20.456615 42.000000 0.254518
19.764285 37.000000 0.255202
19.349123 40.000000 0.253801
19.572948 40.000000 0.256408
19.841373 40.000000 0.254575
19.270502 40.000000 0.258726
21.054334 41.000000 0.250787
19.323418 38.000000 0.254054
20.243137 40.000000 0.256699
20.166660 40.000000 0.249413
20.507671 41.000000 0.256944
20.484054 41.000000 0.257257
19.865396 38.000000 0.257132
19.747350 41.000000 0.253019
19.934661 39.000000 0.255217
18.685271 39.000000 0.254995
