109.651726 300.000000 0.036506
109.943945 303.000000 0.035466
112.262646 311.000000 0.037000
110.769702 307.000000 0.035631
110.222798 298.000000 0.034553
110.536596 311.000000 0.034488
111.461250 303.000000 0.034397
112.478199 307.000000 0.033792
110.527911 296.000000 0.034061
110.965265 304.000000 0.034262
109.397380 304.000000 0.034299
110.141712 302.000000 0.033944
112.467449 310.000000 0.034050
109.280378 302.000000 0.033887
111.140005 307.000000 0.034081
110.979364 308.000000 0.033819
111.009835 309.000000 0.033513
110.785814 304.000000 0.033188
110.140541 302.000000 0.032893
111.882675 306.000000 0.032818
