14.705882 0.003011 11.583373 21.000000 0.000080
12.903941 0.002961 10.476638 18.000000 0.000077
14.555944 0.002880 11.765066 23.000000 0.000084
12.333333 0.003077 10.089900 20.000000 0.000086
12.944271 0.002791 10.694697 21.000000 0.000079
13.759615 0.003197 11.126465 23.000000 0.000090
14.407407 0.002368 11.024992 18.000000 0.000081
12.462264 0.003045 10.478796 20.000000 0.000078
13.326276 0.002941 10.768354 18.000000 0.000080
13.562500 0.002629 10.651418 20.000000 0.000071
16.170732 0.002743 12.027100 23.000000 0.000081
13.773050 0.003204 10.982079 22.000000 0.000080
15.214286 0.002770 11.578644 22.000000 0.000080
13.902655 0.002910 11.307387 21.000000 0.000084
13.445534 0.002758 10.922996 20.000000 0.000082
13.958333 0.002908 11.407057 21.000000 0.000079
15.467391 0.002742 12.449118 23.000000 0.000091
13.727273 0.002944 11.275406 20.000000 0.000080
15.166667 0.002836 11.977983 19.000000 0.000082
12.097872 0.003028 9.835206 17.000000 0.000077
