28.999501 63.000000 0.000426
27.853414 65.000000 0.000414
26.564848 62.000000 0.000360
28.111302 63.000000 0.000387
28.856709 64.000000 0.000364
28.148196 61.000000 0.000357
28.844345 64.000000 0.000378
28.831431 68.000000 0.000365
27.491400 59.000000 0.000364
27.917216 63.000000 0.000396
28.441366 62.000000 0.000361
28.646667 63.000000 0.000368
26.329623 60.000000 0.000375
30.058751 66.000000 0.000391
27.837626 63.000000 0.000541
28.022649 62.000000 0.000381
29.203838 57.000000 0.000358
28.594737 62.000000 0.000367
27.954949 61.000000 0.000356
28.325644 58.000000 0.000362
