19.000000 56.000000 0.000045
20.400000 58.000000 0.000042
19.861111 59.000000 0.000042
20.288889 57.000000 0.000042
18.678571 54.000000 0.000042
19.678571 62.000000 0.000043
18.472222 53.000000 0.000044
18.444444 56.000000 0.000042
19.377778 54.000000 0.000042
19.933333 58.000000 0.000041
19.000000 55.000000 0.000042
18.678571 61.000000 0.000043
18.466667 50.000000 0.000044
20.666667 59.000000 0.000044
19.600000 54.000000 0.000045
19.500000 62.000000 0.000042
17.822222 51.000000 0.000041
20.977778 58.000000 0.000042
18.644444 50.000000 0.000041
19.071429 61.000000 0.000043
