0.850 0.900 0.925 0.950
10000:0.699051 0.746652 0.829978 0.952427|1.106127 1.003452 1.000000 1.000000|0.008350 0.007237 0.006678 0.005581|0.002211 0.000855 0.000658 0.000617
1000:0.698141 0.746056 0.829651 0.952231|1.142232 1.017261 1.002075 1.000000|0.000917 0.000753 0.000693 0.000586|0.002211 0.000855 0.000658 0.000617
100:0.680916 0.734660 0.820367 0.946556|1.237418 1.063291 1.022822 1.000000|0.000092 0.000079 0.000073 0.000069|0.002211 0.000855 0.000658 0.000617
