0.800 0.825 0.850 0.875 0.900
10000:0.809221 0.863294 0.918567 0.968454 1.000000|1.000000 1.000000 1.000000 1.000000 1.000000|0.004103 0.003728 0.003524 0.003286 0.003129|0.000484 0.000475 0.000470 0.000461 0.000440
1000:0.808957 0.863058 0.918258 0.968420 1.000000|1.000000 1.000000 1.000000 1.000000 1.000000|0.000335 0.000310 0.000299 0.000290 0.000264|0.000484 0.000475 0.000470 0.000461 0.000440
100:0.797816 0.854643 0.910737 0.963436 1.000000|1.000000 1.000000 1.000000 1.000000 1.000000|0.000037 0.000033 0.000032 0.000030 0.000029|0.000484 0.000475 0.000470 0.000461 0.000440
