0.925 0.950 0.975 0.990 0.995
10000:0.967876 0.966248 0.963543 0.958102 0.940211|3.173816 3.008012 2.565420 2.016153 1.604554|0.512642 0.379779 0.239896 0.129906 0.095759|2.473609 2.030591 1.358576 0.807620 0.490610
1000:0.957928 0.958297 0.957782 0.955229 0.938779|3.425076 3.160085 2.732026 2.099476 1.650811|0.051576 0.038449 0.023955 0.012943 0.009256|2.473609 2.030591 1.358576 0.807620 0.490610
100:0.866698 0.883631 0.906073 0.927215 0.925556|4.103920 3.704508 3.055535 2.280368 1.752801|0.005366 0.003927 0.002596 0.001563 0.001249|2.473609 2.030591 1.358576 0.807620 0.490610
