0.850 0.900 0.925 0.950 0.975
10000:0.930735 0.914347 0.911193 0.902362 0.937002|1.457259 1.336607 1.258788 1.156513 1.051799|0.008115 0.006899 0.006297 0.005475 0.003965|0.004054 0.003303 0.003009 0.002675 0.000847
1000:0.928811 0.912861 0.909477 0.901590 0.936878|1.623055 1.412817 1.326465 1.178334 1.051799|0.000852 0.000725 0.000649 0.000591 0.000421|0.004054 0.003303 0.003009 0.002675 0.000847
100:0.905564 0.899003 0.894245 0.893255 0.935550|1.928468 1.588687 1.497913 1.281204 1.051799|0.000103 0.000085 0.000078 0.000067 0.000048|0.004054 0.003303 0.003009 0.002675 0.000847
