0.900 0.950 0.975 0.990 0.995
10000:0.880564 0.851874 0.819798 0.770354 0.809662|3.526293 2.952035 2.263504 1.469420 1.232796|0.406711 0.252103 0.155664 0.097371 0.074627|1.084810 0.621661 0.321928 0.037720 0.003427
1000:0.869548 0.845081 0.815586 0.769025 0.808810|3.755439 3.088252 2.335525 1.500512 1.234269|0.043473 0.027370 0.016467 0.010421 0.007872|1.084810 0.621661 0.321928 0.037720 0.003427
100:0.755939 0.775622 0.776761 0.753629 0.800174|4.103400 3.366526 2.468420 1.563566 1.234269|0.004467 0.002790 0.001752 0.001126 0.000852|1.084810 0.621661 0.321928 0.037720 0.003427
