0.900 0.925 0.950 0.975 0.990
10000:0.887932 0.879135 0.855390 0.866586 1.000000|1.537273 1.438303 1.245716 1.100388 1.000000|0.011673 0.010286 0.008973 0.007556 0.005091|0.006411 0.005325 0.003855 0.001775 0.000697
1000:0.886486 0.876970 0.854203 0.866151 1.000000|1.690521 1.532790 1.329228 1.116336 1.000000|0.001202 0.001061 0.000921 0.000773 0.000532|0.006411 0.005325 0.003855 0.001775 0.000697
100:0.857648 0.857621 0.840893 0.859836 1.000000|1.953917 1.704267 1.433618 1.180127 1.000000|0.000136 0.000122 0.000110 0.000088 0.000057|0.006411 0.005325 0.003855 0.001775 0.000697
