0.950 0.975 0.990 0.995 0.999
10000:0.931201 0.919543 0.895718 0.858510 1.000000|3.323134 2.822039 2.041664 1.547905 1.000000|0.396824 0.264564 0.158703 0.111453 0.051232|3.142295 2.125835 0.975023 0.489730 0.003662
1000:0.921496 0.913077 0.892540 0.857069 1.000000|3.518322 2.925971 2.096461 1.573787 1.000000|0.041543 0.028878 0.017197 0.012204 0.005719|3.142295 2.125835 0.975023 0.489730 0.003662
100:0.834635 0.855317 0.862103 0.842895 1.000000|3.896344 3.218201 2.220227 1.654183 1.000000|0.004480 0.003041 0.001898 0.001378 0.000636|3.142295 2.125835 0.975023 0.489730 0.003662
