0.900 0.925 0.950 0.975 0.990
10000:0.902995 0.894624 0.880740 0.841605 0.870580|2.269157 2.099587 1.829738 1.397688 1.113658|0.044473 0.035947 0.027631 0.020630 0.016827|0.029107 0.024508 0.019400 0.013456 0.001423
1000:0.897402 0.890006 0.877738 0.840093 0.869883|2.362346 2.253968 1.960592 1.452375 1.145931|0.004731 0.003767 0.002938 0.002206 0.001770|0.029107 0.024508 0.019400 0.013456 0.001423
100:0.850222 0.847731 0.847819 0.826180 0.865836|2.814314 2.518132 2.124714 1.541768 1.195042|0.000537 0.000418 0.000330 0.000257 0.000203|0.029107 0.024508 0.019400 0.013456 0.001423
