0.800 0.825 0.850 0.875 0.900
10000:0.958480 0.927942 0.943642 0.918730 1.000000|1.806901 1.494000 1.724270 1.354128 1.000000|0.003602 0.003568 0.003407 0.003272 0.002642|0.002155 0.002053 0.001938 0.001852 0.000554
1000:0.957361 0.927566 0.943138 0.918350 1.000000|1.825922 1.494000 1.724270 1.354128 1.000000|0.000379 0.000373 0.000357 0.000340 0.000272|0.002155 0.002053 0.001938 0.001852 0.000554
100:0.952546 0.921220 0.936701 0.914311 1.000000|1.825922 1.527954 1.738064 1.354128 1.000000|0.000042 0.000041 0.000040 0.000038 0.000028|0.002155 0.002053 0.001938 0.001852 0.000554
