0.900 0.925 0.950 0.975 0.990
10000:0.848206 0.838743 0.817694 0.814996 1.000000|1.827568 1.622994 1.378776 1.137410 1.000000|0.020089 0.015669 0.012785 0.010942 0.006455|0.009024 0.007826 0.005526 0.001871 0.000783
1000:0.845394 0.836176 0.816538 0.814298 1.000000|1.937615 1.702165 1.448701 1.173097 1.000000|0.001777 0.001535 0.001353 0.001074 0.000669|0.009024 0.007826 0.005526 0.001871 0.000783
100:0.813449 0.811771 0.801579 0.806498 1.000000|2.200942 1.894436 1.570621 1.254537 1.000000|0.000197 0.000176 0.000147 0.000132 0.000073|0.009024 0.007826 0.005526 0.001871 0.000783
