0.900 0.925 0.950 0.975 0.990
10000:0.963589 0.963491 0.959354 0.953321 1.000000|1.907498 1.836290 1.673794 1.452351 1.000000|0.044257 0.036969 0.026811 0.021684 0.011524|0.029118 0.026846 0.021377 0.013338 0.001603
1000:0.959992 0.960011 0.956850 0.951841 1.000000|2.112606 2.005631 1.785879 1.510205 1.000000|0.004891 0.004087 0.002893 0.002282 0.001208|0.029118 0.026846 0.021377 0.013338 0.001603
100:0.919235 0.924466 0.930602 0.937472 1.000000|2.468125 2.349605 2.066090 1.677784 1.000000|0.000567 0.000490 0.000353 0.000268 0.000120|0.029118 0.026846 0.021377 0.013338 0.001603
