0.000000 500.000000 0.000335
0.000000 500.000000 0.000332
0.000000 500.000000 0.000342
0.000000 500.000000 0.000333
0.000000 500.000000 0.000337
0.000000 500.000000 0.000340
0.000000 500.000000 0.000331
0.000000 500.000000 0.000341
0.000000 500.000000 0.000332
0.000000 500.000000 0.000346
0.000000 500.000000 0.000340
0.000000 500.000000 0.000332
0.000000 500.000000 0.000333
0.000000 500.000000 0.000332
0.000000 500.000000 0.000336
0.000000 500.000000 0.000334
0.000000 500.000000 0.000333
0.000000 500.000000 0.000330
0.000000 500.000000 0.000333
0.000000 500.000000 0.000334
